FIPS,State,County,% Uninsured
20029,Kansas,Cloud,9
20031,Kansas,Coffey,9
20033,Kansas,Comanche,9
20035,Kansas,Cowley,10
20037,Kansas,Crawford,11
20039,Kansas,Decatur,11
20041,Kansas,Dickinson,9
20043,Kansas,Doniphan,9
20045,Kansas,Douglas,10
20047,Kansas,Edwards,14
20049,Kansas,Elk,13
20051,Kansas,Ellis,11
20053,Kansas,Ellsworth,10
20055,Kansas,Finney,17
20057,Kansas,Ford,16
20059,Kansas,Franklin,9
20061,Kansas,Geary,8
20063,Kansas,Gove,10
20065,Kansas,Graham,12
20067,Kansas,Grant,17
20069,Kansas,Gray,18
20071,Kansas,Greeley,12
20073,Kansas,Greenwood,11
20075,Kansas,Hamilton,20
20077,Kansas,Harper,12
20079,Kansas,Harvey,11
20081,Kansas,Haskell,21
20083,Kansas,Hodgeman,11
20085,Kansas,Jackson,10
20087,Kansas,Jefferson,9
20089,Kansas,Jewell,12
20091,Kansas,Johnson,6
20093,Kansas,Kearny,17
20095,Kansas,Kingman,10
20097,Kansas,Kiowa,12
20099,Kansas,Labette,11
20101,Kansas,Lane,13
20103,Kansas,Leavenworth,8
20105,Kansas,Lincoln,10
20107,Kansas,Linn,10
20109,Kansas,Logan,11
20111,Kansas,Lyon,13
20113,Kansas,McPherson,10
20115,Kansas,Marion,11
20117,Kansas,Marshall,10
20119,Kansas,Meade,16
20121,Kansas,Miami,8
20123,Kansas,Mitchell,11
20125,Kansas,Montgomery,11
20127,Kansas,Morris,11
20129,Kansas,Morton,15
20131,Kansas,Nemaha,8
20133,Kansas,Neosho,10
20135,Kansas,Ness,13
20137,Kansas,Norton,10
20139,Kansas,Osage,10
20141,Kansas,Osborne,10
20143,Kansas,Ottawa,8
20145,Kansas,Pawnee,10
20147,Kansas,Phillips,12
20149,Kansas,Pottawatomie,7
20151,Kansas,Pratt,11
20153,Kansas,Rawlins,11
20155,Kansas,Reno,10
20157,Kansas,Republic,10
20159,Kansas,Rice,11
20161,Kansas,Riley,10
20163,Kansas,Rooks,13
20165,Kansas,Rush,12
20167,Kansas,Russell,9
20169,Kansas,Saline,10
20171,Kansas,Scott,18
20173,Kansas,Sedgwick,12
20175,Kansas,Seward,18
20177,Kansas,Shawnee,10
20179,Kansas,Sheridan,7
20181,Kansas,Sherman,13
20183,Kansas,Smith,9
20185,Kansas,Stafford,13
20187,Kansas,Stanton,15
20189,Kansas,Stevens,19
20191,Kansas,Sumner,10
20193,Kansas,Thomas,13
20195,Kansas,Trego,11
20197,Kansas,Wabaunsee,8
20199,Kansas,Wallace,9
20201,Kansas,Washington,12
20203,Kansas,Wichita,16
20205,Kansas,Wilson,10
20207,Kansas,Woodson,9
20209,Kansas,Wyandotte,15
21000,Kentucky,,7
21001,Kentucky,Adair,7
21003,Kentucky,Allen,6
21005,Kentucky,Anderson,6
21007,Kentucky,Ballard,6
21009,Kentucky,Barren,8
21011,Kentucky,Bath,6
21013,Kentucky,Bell,7
21015,Kentucky,Boone,5
21017,Kentucky,Bourbon,7
21019,Kentucky,Boyd,6
21021,Kentucky,Boyle,6
21023,Kentucky,Bracken,6
21025,Kentucky,Breathitt,7
21027,Kentucky,Breckinridge,8
21029,Kentucky,Bullitt,5
21031,Kentucky,Butler,9
21033,Kentucky,Caldwell,7
21035,Kentucky,Calloway,7
21037,Kentucky,Campbell,5
21039,Kentucky,Carlisle,8
21041,Kentucky,Carroll,7
21043,Kentucky,Carter,8
21045,Kentucky,Casey,9
21047,Kentucky,Christian,7
21049,Kentucky,Clark,5
21051,Kentucky,Clay,8
21053,Kentucky,Clinton,8
21055,Kentucky,Crittenden,8
21057,Kentucky,Cumberland,7
21059,Kentucky,Daviess,6
21061,Kentucky,Edmonson,8
21063,Kentucky,Elliott,5
21065,Kentucky,Estill,8
21067,Kentucky,Fayette,8
21069,Kentucky,Fleming,8
21071,Kentucky,Floyd,7
21073,Kentucky,Franklin,6
21075,Kentucky,Fulton,7
21077,Kentucky,Gallatin,7
21079,Kentucky,Garrard,9
21081,Kentucky,Grant,7
21083,Kentucky,Graves,7
21085,Kentucky,Grayson,7
21087,Kentucky,Green,8
21089,Kentucky,Greenup,6
21091,Kentucky,Hancock,6
21093,Kentucky,Hardin,6
21095,Kentucky,Harlan,7
21097,Kentucky,Harrison,6
21099,Kentucky,Hart,8
21101,Kentucky,Henderson,7
21103,Kentucky,Henry,8
21105,Kentucky,Hickman,7
21107,Kentucky,Hopkins,7
21109,Kentucky,Jackson,7
21111,Kentucky,Jefferson,6
21113,Kentucky,Jessamine,8
21115,Kentucky,Johnson,7
21117,Kentucky,Kenton,5
21119,Kentucky,Knott,7
21121,Kentucky,Knox,7
21123,Kentucky,Larue,9
21125,Kentucky,Laurel,7
21127,Kentucky,Lawrence,8
21129,Kentucky,Lee,7
21131,Kentucky,Leslie,5
21133,Kentucky,Letcher,7
21135,Kentucky,Lewis,8
21137,Kentucky,Lincoln,8
21139,Kentucky,Livingston,6
21141,Kentucky,Logan,7
21143,Kentucky,Lyon,9
21145,Kentucky,McCracken,7
21147,Kentucky,McCreary,8
21149,Kentucky,McLean,7
21151,Kentucky,Madison,6
21153,Kentucky,Magoffin,8
21155,Kentucky,Marion,6
21157,Kentucky,Marshall,6
21159,Kentucky,Martin,7
21161,Kentucky,Mason,7
21163,Kentucky,Meade,6
21165,Kentucky,Menifee,7
21167,Kentucky,Mercer,6
21169,Kentucky,Metcalfe,6
21171,Kentucky,Monroe,8
21173,Kentucky,Montgomery,7
21175,Kentucky,Morgan,9
21177,Kentucky,Muhlenberg,7
21179,Kentucky,Nelson,5
21181,Kentucky,Nicholas,7
21183,Kentucky,Ohio,8
21185,Kentucky,Oldham,4
21187,Kentucky,Owen,8
21189,Kentucky,Owsley,6
21191,Kentucky,Pendleton,7
21193,Kentucky,Perry,7
21195,Kentucky,Pike,7
21197,Kentucky,Powell,6
21199,Kentucky,Pulaski,8
21201,Kentucky,Robertson,7
21203,Kentucky,Rockcastle,7
21205,Kentucky,Rowan,6
21207,Kentucky,Russell,8
21209,Kentucky,Scott,4
21211,Kentucky,Shelby,7
21213,Kentucky,Simpson,6
21215,Kentucky,Spencer,5
21217,Kentucky,Taylor,6
21219,Kentucky,Todd,13
21221,Kentucky,Trigg,8
21223,Kentucky,Trimble,7
21225,Kentucky,Union,7
21227,Kentucky,Warren,9
21229,Kentucky,Washington,7
21231,Kentucky,Wayne,8
21233,Kentucky,Webster,9
21235,Kentucky,Whitley,7
21237,Kentucky,Wolfe,8
21239,Kentucky,Woodford,6
22000,Louisiana,,8
22001,Louisiana,Acadia,8
22003,Louisiana,Allen,7
22005,Louisiana,Ascension,6
22007,Louisiana,Assumption,10
22009,Louisiana,Avoyelles,9
22011,Louisiana,Beauregard,9
22013,Louisiana,Bienville,7
22015,Louisiana,Bossier,8
22017,Louisiana,Caddo,8
22019,Louisiana,Calcasieu,8
22021,Louisiana,Caldwell,9
22023,Louisiana,Cameron,7
22025,Louisiana,Catahoula,8
22027,Louisiana,Claiborne,10
22029,Louisiana,Concordia,9
22031,Louisiana,De Soto,8
22033,Louisiana,East Baton Rouge,8
22035,Louisiana,East Carroll,9
22037,Louisiana,East Feliciana,7
22039,Louisiana,Evangeline,8
22041,Louisiana,Franklin,9
22043,Louisiana,Grant,8
22045,Louisiana,Iberia,9
22047,Louisiana,Iberville,8
22049,Louisiana,Jackson,7
22051,Louisiana,Jefferson,11
22053,Louisiana,Jefferson Davis,8
22055,Louisiana,Lafayette,9
22057,Louisiana,Lafourche,8
22059,Louisiana,LaSalle,9
22061,Louisiana,Lincoln,8
22063,Louisiana,Livingston,7
22065,Louisiana,Madison,7
22067,Louisiana,Morehouse,8
22069,Louisiana,Natchitoches,7
22071,Louisiana,Orleans,8
22073,Louisiana,Ouachita,8
22075,Louisiana,Plaquemines,8
22077,Louisiana,Pointe Coupee,8
22079,Louisiana,Rapides,8
22081,Louisiana,Red River,8
22083,Louisiana,Richland,9
22085,Louisiana,Sabine,10
22087,Louisiana,St. Bernard,9
22089,Louisiana,St. Charles,5
22091,Louisiana,St. Helena,8
22093,Louisiana,St. James,6
22095,Louisiana,St. John the Baptist,7
22097,Louisiana,St. Landry,9
22099,Louisiana,St. Martin,8
22101,Louisiana,St. Mary,9
22103,Louisiana,St. Tammany,8
22105,Louisiana,Tangipahoa,8
22107,Louisiana,Tensas,10
22109,Louisiana,Terrebonne,10
22111,Louisiana,Union,7
22113,Louisiana,Vermilion,8
22115,Louisiana,Vernon,8
22117,Louisiana,Washington,7
22119,Louisiana,Webster,8
22121,Louisiana,West Baton Rouge,6
22123,Louisiana,West Carroll,9
22125,Louisiana,West Feliciana,5
22127,Louisiana,Winn,8
23000,Maine,,8
23001,Maine,Androscoggin,8
23003,Maine,Aroostook,10
23005,Maine,Cumberland,7
23007,Maine,Franklin,9
23009,Maine,Hancock,11
23011,Maine,Kennebec,8
23013,Maine,Knox,10
23015,Maine,Lincoln,10
23017,Maine,Oxford,11
23019,Maine,Penobscot,9
23021,Maine,Piscataquis,9
23023,Maine,Sagadahoc,8
23025,Maine,Somerset,10
23027,Maine,Waldo,10
23029,Maine,Washington,12
23031,Maine,York,7
24000,Maryland,,7
24001,Maryland,Allegany,6
24003,Maryland,Anne Arundel,5
24005,Maryland,Baltimore,6
24009,Maryland,Calvert,4
24011,Maryland,Caroline,9
24013,Maryland,Carroll,4
24015,Maryland,Cecil,5
24017,Maryland,Charles,5
24019,Maryland,Dorchester,7
24021,Maryland,Frederick,5
24023,Maryland,Garrett,8
24025,Maryland,Harford,5
24027,Maryland,Howard,4
24029,Maryland,Kent,7
24031,Maryland,Montgomery,8
24033,Maryland,Prince George's,11
24035,Maryland,Queen Anne's,6
24037,Maryland,St. Mary's,5
24039,Maryland,Somerset,6
24041,Maryland,Talbot,8
24043,Maryland,Washington,8
24045,Maryland,Wicomico,8
24047,Maryland,Worcester,7
24510,Maryland,Baltimore City,7
25000,Massachusetts,,3
25001,Massachusetts,Barnstable,3
25003,Massachusetts,Berkshire,3
25005,Massachusetts,Bristol,3
25007,Massachusetts,Dukes,4
25009,Massachusetts,Essex,3
25011,Massachusetts,Franklin,3
25013,Massachusetts,Hampden,3
25015,Massachusetts,Hampshire,3
25017,Massachusetts,Middlesex,2
25019,Massachusetts,Nantucket,4
25021,Massachusetts,Norfolk,2
25023,Massachusetts,Plymouth,2
25025,Massachusetts,Suffolk,3
25027,Massachusetts,Worcester,3
26000,Michigan,,6
26001,Michigan,Alcona,7
26003,Michigan,Alger,6
26005,Michigan,Allegan,6
26007,Michigan,Alpena,6
26009,Michigan,Antrim,7
26011,Michigan,Arenac,6
26013,Michigan,Baraga,7
26015,Michigan,Barry,5
26017,Michigan,Bay,6
26019,Michigan,Benzie,7
26021,Michigan,Berrien,7
26023,Michigan,Branch,8
26025,Michigan,Calhoun,6
26027,Michigan,Cass,7
26029,Michigan,Charlevoix,6
26031,Michigan,Cheboygan,8
26033,Michigan,Chippewa,7
26035,Michigan,Clare,8
26037,Michigan,Clinton,4
26039,Michigan,Crawford,6
26041,Michigan,Delta,6
26043,Michigan,Dickinson,5
26045,Michigan,Eaton,5
26047,Michigan,Emmet,6
26049,Michigan,Genesee,5
26051,Michigan,Gladwin,8
26053,Michigan,Gogebic,6
26055,Michigan,Grand Traverse,6
26057,Michigan,Gratiot,5
26059,Michigan,Hillsdale,7
26061,Michigan,Houghton,6
26063,Michigan,Huron,7
26065,Michigan,Ingham,6
26067,Michigan,Ionia,6
26069,Michigan,Iosco,6
26071,Michigan,Iron,8
26073,Michigan,Isabella,7
26075,Michigan,Jackson,6
26077,Michigan,Kalamazoo,5
26079,Michigan,Kalkaska,7
26081,Michigan,Kent,5
26083,Michigan,Keweenaw,5
26085,Michigan,Lake,8
26087,Michigan,Lapeer,6
26089,Michigan,Leelanau,7
26091,Michigan,Lenawee,5
26093,Michigan,Livingston,4
26095,Michigan,Luce,6
26097,Michigan,Mackinac,11
26099,Michigan,Macomb,6
26101,Michigan,Manistee,7
26103,Michigan,Marquette,6
26105,Michigan,Mason,6
26107,Michigan,Mecosta,7
26109,Michigan,Menominee,6
26111,Michigan,Midland,5
26113,Michigan,Missaukee,8
26115,Michigan,Monroe,5
26117,Michigan,Montcalm,7
26119,Michigan,Montmorency,8
26121,Michigan,Muskegon,5
26123,Michigan,Newaygo,7
26125,Michigan,Oakland,5
26127,Michigan,Oceana,7
26129,Michigan,Ogemaw,7
26131,Michigan,Ontonagon,7
26133,Michigan,Osceola,7
26135,Michigan,Oscoda,10
26137,Michigan,Otsego,7
26139,Michigan,Ottawa,5
26141,Michigan,Presque Isle,6
26143,Michigan,Roscommon,7
26145,Michigan,Saginaw,6
26147,Michigan,St. Clair,5
26149,Michigan,St. Joseph,8
26151,Michigan,Sanilac,7
26153,Michigan,Schoolcraft,7
26155,Michigan,Shiawassee,6
26157,Michigan,Tuscola,6
26159,Michigan,Van Buren,7
26161,Michigan,Washtenaw,4
26163,Michigan,Wayne,6
26165,Michigan,Wexford,7
27000,Minnesota,,5
27001,Minnesota,Aitkin,7
27003,Minnesota,Anoka,5
27005,Minnesota,Becker,7
27007,Minnesota,Beltrami,8
27009,Minnesota,Benton,5
27011,Minnesota,Big Stone,6
27013,Minnesota,Blue Earth,5
27015,Minnesota,Brown,5
27017,Minnesota,Carlton,5
27019,Minnesota,Carver,3
27021,Minnesota,Cass,8
27023,Minnesota,Chippewa,7
27025,Minnesota,Chisago,5
27027,Minnesota,Clay,5
27029,Minnesota,Clearwater,9
27031,Minnesota,Cook,7
27033,Minnesota,Cottonwood,7
27035,Minnesota,Crow Wing,6
27037,Minnesota,Dakota,4
27039,Minnesota,Dodge,4
27041,Minnesota,Douglas,5
27043,Minnesota,Faribault,7
27045,Minnesota,Fillmore,8
27047,Minnesota,Freeborn,8
27049,Minnesota,Goodhue,5
27051,Minnesota,Grant,6
27053,Minnesota,Hennepin,5
27055,Minnesota,Houston,4
27057,Minnesota,Hubbard,8
27059,Minnesota,Isanti,6
27061,Minnesota,Itasca,6
27063,Minnesota,Jackson,6
27065,Minnesota,Kanabec,7
27067,Minnesota,Kandiyohi,6
27069,Minnesota,Kittson,5
27071,Minnesota,Koochiching,6
27073,Minnesota,Lac qui Parle,5
27075,Minnesota,Lake,6
27077,Minnesota,Lake of the Woods,5
27079,Minnesota,Le Sueur,5
27081,Minnesota,Lincoln,6
27083,Minnesota,Lyon,5
27085,Minnesota,McLeod,5
27087,Minnesota,Mahnomen,8
27089,Minnesota,Marshall,7
27091,Minnesota,Martin,6
27093,Minnesota,Meeker,6
27095,Minnesota,Mille Lacs,7
27097,Minnesota,Morrison,5
27099,Minnesota,Mower,7
27101,Minnesota,Murray,7
27103,Minnesota,Nicollet,5
27105,Minnesota,Nobles,11
27107,Minnesota,Norman,7
27109,Minnesota,Olmsted,4
27111,Minnesota,Otter Tail,7
27113,Minnesota,Pennington,3
27115,Minnesota,Pine,7
27117,Minnesota,Pipestone,7
27119,Minnesota,Polk,6
27121,Minnesota,Pope,4
27123,Minnesota,Ramsey,7
27125,Minnesota,Red Lake,5
27127,Minnesota,Redwood,7
27129,Minnesota,Renville,8
27131,Minnesota,Rice,6
27133,Minnesota,Rock,5
27135,Minnesota,Roseau,5
27137,Minnesota,St. Louis,6
27139,Minnesota,Scott,4
27141,Minnesota,Sherburne,5
27143,Minnesota,Sibley,6
27145,Minnesota,Stearns,5
27147,Minnesota,Steele,5
27149,Minnesota,Stevens,5
27151,Minnesota,Swift,9
27153,Minnesota,Todd,8
27155,Minnesota,Traverse,6
27157,Minnesota,Wabasha,5
27159,Minnesota,Wadena,6
27161,Minnesota,Waseca,6
27163,Minnesota,Washington,4
27165,Minnesota,Watonwan,10
27167,Minnesota,Wilkin,4
27169,Minnesota,Winona,6
27171,Minnesota,Wright,4
27173,Minnesota,Yellow Medicine,7
28000,Mississippi,,13
28001,Mississippi,Adams,15
28003,Mississippi,Alcorn,14
28005,Mississippi,Amite,15
28007,Mississippi,Attala,14
28009,Mississippi,Benton,18
28011,Mississippi,Bolivar,14
28013,Mississippi,Calhoun,17
28015,Mississippi,Carroll,15
28017,Mississippi,Chickasaw,14
28019,Mississippi,Choctaw,13
28021,Mississippi,Claiborne,12
28023,Mississippi,Clarke,13
28025,Mississippi,Clay,12
28027,Mississippi,Coahoma,14
28029,Mississippi,Copiah,13
28031,Mississippi,Covington,13
28033,Mississippi,DeSoto,11
28035,Mississippi,Forrest,12
28037,Mississippi,Franklin,14
28039,Mississippi,George,14
28041,Mississippi,Greene,12
28043,Mississippi,Grenada,14
28045,Mississippi,Hancock,12
28047,Mississippi,Harrison,14
28049,Mississippi,Hinds,13
28051,Mississippi,Holmes,14
28053,Mississippi,Humphreys,15
28055,Mississippi,Issaquena,23
28057,Mississippi,Itawamba,13
28059,Mississippi,Jackson,13
28061,Mississippi,Jasper,12
28063,Mississippi,Jefferson,15
28065,Mississippi,Jefferson Davis,14
28067,Mississippi,Jones,13
28069,Mississippi,Kemper,13
28071,Mississippi,Lafayette,14
28073,Mississippi,Lamar,13
28075,Mississippi,Lauderdale,13
28077,Mississippi,Lawrence,13
28079,Mississippi,Leake,16
28081,Mississippi,Lee,13
28083,Mississippi,Leflore,12
28085,Mississippi,Lincoln,14
28087,Mississippi,Lowndes,11
28089,Mississippi,Madison,10
28091,Mississippi,Marion,14
28093,Mississippi,Marshall,14
28095,Mississippi,Monroe,14
28097,Mississippi,Montgomery,16
28099,Mississippi,Neshoba,15
28101,Mississippi,Newton,13
28103,Mississippi,Noxubee,16
28105,Mississippi,Oktibbeha,13
28107,Mississippi,Panola,14
28109,Mississippi,Pearl River,15
28111,Mississippi,Perry,13
28113,Mississippi,Pike,15
28115,Mississippi,Pontotoc,15
28117,Mississippi,Prentiss,13
28119,Mississippi,Quitman,15
28121,Mississippi,Rankin,11
28123,Mississippi,Scott,15
28125,Mississippi,Sharkey,14
28127,Mississippi,Simpson,14
28129,Mississippi,Smith,14
28131,Mississippi,Stone,15
28133,Mississippi,Sunflower,13
28135,Mississippi,Tallahatchie,14
28137,Mississippi,Tate,13
28139,Mississippi,Tippah,17
28141,Mississippi,Tishomingo,17
28143,Mississippi,Tunica,12
28145,Mississippi,Union,13
28147,Mississippi,Walthall,16
28149,Mississippi,Warren,12
28151,Mississippi,Washington,14
28153,Mississippi,Wayne,16
28155,Mississippi,Webster,14
28157,Mississippi,Wilkinson,13
28159,Mississippi,Winston,14
28161,Mississippi,Yalobusha,12
28163,Mississippi,Yazoo,13
29000,Missouri,,10
29001,Missouri,Adair,11
29003,Missouri,Andrew,9
29005,Missouri,Atchison,13
29007,Missouri,Audrain,14
29009,Missouri,Barry,14
29011,Missouri,Barton,14
29013,Missouri,Bates,13
29015,Missouri,Benton,15
29017,Missouri,Bollinger,14
29019,Missouri,Boone,8
29021,Missouri,Buchanan,12
29023,Missouri,Butler,14
29025,Missouri,Caldwell,13
29027,Missouri,Callaway,10
29029,Missouri,Camden,14
29031,Missouri,Cape Girardeau,10
29033,Missouri,Carroll,12
29035,Missouri,Carter,13
29037,Missouri,Cass,9
29039,Missouri,Cedar,15
29041,Missouri,Chariton,11
29043,Missouri,Christian,11
29045,Missouri,Clark,13
29047,Missouri,Clay,8
29049,Missouri,Clinton,10
29051,Missouri,Cole,9
29053,Missouri,Cooper,10
29055,Missouri,Crawford,15
29057,Missouri,Dade,14
29059,Missouri,Dallas,15
29061,Missouri,Daviess,16
29063,Missouri,DeKalb,10
29065,Missouri,Dent,14
29067,Missouri,Douglas,12
29069,Missouri,Dunklin,13
29071,Missouri,Franklin,10
29073,Missouri,Gasconade,13
29075,Missouri,Gentry,15
29077,Missouri,Greene,11
29079,Missouri,Grundy,15
29081,Missouri,Harrison,11
29083,Missouri,Henry,12
29085,Missouri,Hickory,13
29087,Missouri,Holt,11
29089,Missouri,Howard,11
29091,Missouri,Howell,13
29093,Missouri,Iron,13
29095,Missouri,Jackson,11
29097,Missouri,Jasper,14
29099,Missouri,Jefferson,9
29101,Missouri,Johnson,10
29103,Missouri,Knox,17
29105,Missouri,Laclede,12
29107,Missouri,Lafayette,12
29109,Missouri,Lawrence,15
29111,Missouri,Lewis,13
29113,Missouri,Lincoln,10
29115,Missouri,Linn,11
29117,Missouri,Livingston,13
29119,Missouri,McDonald,18
29121,Missouri,Macon,11
29123,Missouri,Madison,11
29125,Missouri,Maries,13
29127,Missouri,Marion,10
29129,Missouri,Mercer,15
29131,Missouri,Miller,13
29133,Missouri,Mississippi,15
29135,Missouri,Moniteau,18
29137,Missouri,Monroe,13
29139,Missouri,Montgomery,12
29141,Missouri,Morgan,21
29143,Missouri,New Madrid,13
29145,Missouri,Newton,13
29147,Missouri,Nodaway,10
29149,Missouri,Oregon,14
29151,Missouri,Osage,9
29153,Missouri,Ozark,16
29155,Missouri,Pemiscot,12
29157,Missouri,Perry,11
29159,Missouri,Pettis,14
29161,Missouri,Phelps,12
29163,Missouri,Pike,13
29165,Missouri,Platte,7
29167,Missouri,Polk,13
29169,Missouri,Pulaski,10
29171,Missouri,Putnam,11
29173,Missouri,Ralls,10
29175,Missouri,Randolph,11
29177,Missouri,Ray,12
29179,Missouri,Reynolds,15
29181,Missouri,Ripley,14
29183,Missouri,St. Charles,6
29185,Missouri,St. Clair,12
29186,Missouri,Ste. Genevieve,10
29187,Missouri,St. Francois,14
29189,Missouri,St. Louis,7
29195,Missouri,Saline,11
29197,Missouri,Schuyler,14
29199,Missouri,Scotland,23
29201,Missouri,Scott,13
29203,Missouri,Shannon,13
29205,Missouri,Shelby,13
29207,Missouri,Stoddard,14
29209,Missouri,Stone,14
29211,Missouri,Sullivan,12
29213,Missouri,Taney,14
29215,Missouri,Texas,14
29217,Missouri,Vernon,12
29219,Missouri,Warren,11
29221,Missouri,Washington,14
29223,Missouri,Wayne,14
29225,Missouri,Webster,13
29227,Missouri,Worth,13
29229,Missouri,Wright,15
29510,Missouri,St. Louis City,10
30000,Montana,,10
30001,Montana,Beaverhead,12
30003,Montana,Big Horn,12
30005,Montana,Blaine,13
30007,Montana,Broadwater,12
30009,Montana,Carbon,10
30011,Montana,Carter,12
30013,Montana,Cascade,11
30015,Montana,Chouteau,14
30017,Montana,Custer,12
30019,Montana,Daniels,12
30021,Montana,Dawson,8
30023,Montana,Deer Lodge,11
30025,Montana,Fallon,9
30027,Montana,Fergus,11
30029,Montana,Flathead,12
30031,Montana,Gallatin,8
30033,Montana,Garfield,12
30035,Montana,Glacier,13
30037,Montana,Golden Valley,12
30039,Montana,Granite,14
30041,Montana,Hill,13
30043,Montana,Jefferson,10
30045,Montana,Judith Basin,11
30047,Montana,Lake,16
30049,Montana,Lewis and Clark,10
30051,Montana,Liberty,17
30053,Montana,Lincoln,15
30055,Montana,McCone,11
30057,Montana,Madison,13
30059,Montana,Meagher,15
30061,Montana,Mineral,12
30063,Montana,Missoula,9
30065,Montana,Musselshell,12
30067,Montana,Park,10
30069,Montana,Petroleum,6
30071,Montana,Phillips,11
30073,Montana,Pondera,14
30075,Montana,Powder River,14
30077,Montana,Powell,13
30079,Montana,Prairie,15
30081,Montana,Ravalli,12
30083,Montana,Richland,10
30085,Montana,Roosevelt,13
30087,Montana,Rosebud,11
30089,Montana,Sanders,17
30091,Montana,Sheridan,12
30093,Montana,Silver Bow,10
30095,Montana,Stillwater,9
30097,Montana,Sweet Grass,10
30099,Montana,Teton,12
30101,Montana,Toole,12
30103,Montana,Treasure,12
30105,Montana,Valley,13
30107,Montana,Wheatland,17
30109,Montana,Wibaux,12
30111,Montana,Yellowstone,9
31000,Nebraska,,8
31001,Nebraska,Adams,8
31003,Nebraska,Antelope,8
31005,Nebraska,Arthur,7
31007,Nebraska,Banner,6
31009,Nebraska,Blaine,7
31011,Nebraska,Boone,6
31013,Nebraska,Box Butte,11
31015,Nebraska,Boyd,9
31017,Nebraska,Brown,10
31019,Nebraska,Buffalo,8
31021,Nebraska,Burt,8
31023,Nebraska,Butler,7
31025,Nebraska,Cass,6
31027,Nebraska,Cedar,7
31029,Nebraska,Chase,11
31031,Nebraska,Cherry,8
31033,Nebraska,Cheyenne,8
31035,Nebraska,Clay,9
31037,Nebraska,Colfax,15
31039,Nebraska,Cuming,11
31041,Nebraska,Custer,7
31043,Nebraska,Dakota,11
31045,Nebraska,Dawes,8
31047,Nebraska,Dawson,13
31049,Nebraska,Deuel,7
31051,Nebraska,Dixon,10
31053,Nebraska,Dodge,9
31055,Nebraska,Douglas,8
31057,Nebraska,Dundy,10
31059,Nebraska,Fillmore,7
31061,Nebraska,Franklin,7
31063,Nebraska,Frontier,8
31065,Nebraska,Furnas,8
31067,Nebraska,Gage,7
31069,Nebraska,Garden,8
31071,Nebraska,Garfield,6
31073,Nebraska,Gosper,9
31075,Nebraska,Grant,8
31077,Nebraska,Greeley,9
31079,Nebraska,Hall,10
31081,Nebraska,Hamilton,6
31083,Nebraska,Harlan,9
31085,Nebraska,Hayes,8
31087,Nebraska,Hitchcock,7
31089,Nebraska,Holt,9
31091,Nebraska,Hooker,9
31093,Nebraska,Howard,6
31095,Nebraska,Jefferson,7
31097,Nebraska,Johnson,7
31099,Nebraska,Kearney,6
31101,Nebraska,Keith,8
31103,Nebraska,Keya Paha,9
31105,Nebraska,Kimball,12
31107,Nebraska,Knox,9
31109,Nebraska,Lancaster,7
31111,Nebraska,Lincoln,7
31113,Nebraska,Logan,7
31115,Nebraska,Loup,5
31117,Nebraska,McPherson,6
31119,Nebraska,Madison,9
31121,Nebraska,Merrick,7
31123,Nebraska,Morrill,9
31125,Nebraska,Nance,7
31127,Nebraska,Nemaha,10
31129,Nebraska,Nuckolls,9
31131,Nebraska,Otoe,7
31133,Nebraska,Pawnee,9
31135,Nebraska,Perkins,11
31137,Nebraska,Phelps,7
31139,Nebraska,Pierce,6
31141,Nebraska,Platte,9
31143,Nebraska,Polk,8
31145,Nebraska,Red Willow,8
31147,Nebraska,Richardson,8
31149,Nebraska,Rock,7
31151,Nebraska,Saline,12
31153,Nebraska,Sarpy,5
31155,Nebraska,Saunders,5
31157,Nebraska,Scotts Bluff,10
31159,Nebraska,Seward,7
31161,Nebraska,Sheridan,11
31163,Nebraska,Sherman,8
31165,Nebraska,Sioux,6
31167,Nebraska,Stanton,6
31169,Nebraska,Thayer,7
31171,Nebraska,Thomas,9
31173,Nebraska,Thurston,7
31175,Nebraska,Valley,9
31177,Nebraska,Washington,5
31179,Nebraska,Wayne,7
31181,Nebraska,Webster,7
31183,Nebraska,Wheeler,5
31185,Nebraska,York,6
32000,Nevada,,13
32001,Nevada,Churchill,10
32003,Nevada,Clark,14
32005,Nevada,Douglas,10
32007,Nevada,Elko,10
32009,Nevada,Esmeralda,19
32011,Nevada,Eureka,7
32013,Nevada,Humboldt,12
32015,Nevada,Lander,11
32017,Nevada,Lincoln,12
32019,Nevada,Lyon,12
32021,Nevada,Mineral,11
32023,Nevada,Nye,10
32027,Nevada,Pershing,10
32029,Nevada,Storey,14
32031,Nevada,Washoe,13
32033,Nevada,White Pine,9
32510,Nevada,Carson City,14
33000,New Hampshire,,6
33001,New Hampshire,Belknap,7
33003,New Hampshire,Carroll,8
33005,New Hampshire,Cheshire,6
33007,New Hampshire,Coos,8
33009,New Hampshire,Grafton,7
33011,New Hampshire,Hillsborough,7
33013,New Hampshire,Merrimack,7
33015,New Hampshire,Rockingham,5
33017,New Hampshire,Strafford,6
33019,New Hampshire,Sullivan,7
34000,New Jersey,,8
34001,New Jersey,Atlantic,9
34003,New Jersey,Bergen,7
34005,New Jersey,Burlington,5
34007,New Jersey,Camden,8
34009,New Jersey,Cape May,8
34011,New Jersey,Cumberland,10
34013,New Jersey,Essex,11
34015,New Jersey,Gloucester,5
34017,New Jersey,Hudson,10
34019,New Jersey,Hunterdon,4
